ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"biblio-1362672","Quem cuida de quem cuida? Levantamento e caracterização da saúde mental de profissionais da saúde frente à pandemia do Covid-19/ Who takes care of those who care? ­ A survey on the mental health of health professionals facing the Covid-19 pandemic","Nazar, Thais Cristina Gutstein; Jacondino, Eduarda Voss; Ramos, Geisiane Gasparin; Silva, Ágatha Izis Pierozan da; Silva, Graciane Barboza","Arq. ciências saúde UNIPAR;26(1): 47-55, Jan-Abr. 2022.","Arq. ciências saúde UNIPAR","LILACS","article","pt","2022","Humanos; Masculino; Feminino; Adulto; Pessoa de Meia-Idade; Saúde Mental; Pessoal de Saúde; Pandemias; COVID-19; Ansiedade/psicologia; Depressão/psicologia; Emoções; Habilidades Sociais; Angústia Psicológica; Hospitais","COVID-19. Pandemia. Ansiedade. Habilidades Sociais. Depressão. Estresse; COVID-19. Pandemic. Anxiety. Social skills. Depression. Stress","BRASIL","https://revistas.unipar.br/index.php/saude/article/view/8306/4203","A pandemia da COVID-19 alterou os cenários do mundo todo, bem como as rotinas e as formas de viver. Os profissionais da saúde fazem parte da população atuante na linha de frente, e, por sua vez, tornam-se um grupo de risco, o que causa sentimentos como estresse e ansiedade, podendo chegar a apresentar sinais de depressão. Diante disso, o objetivo deste trabalho é caracterizar a presença de indicativos de ansiedade, de estresse e de depressão, relacionando-os com habilidades sociais, em 70 profissionais da área da saúde de uma cidade do interior do Paraná. Para a avaliação de tais variáveis, foram utilizados a Escala HAD para avaliar sinais/sintomas de ansiedade e depressão, a Escala de Estresse Percebido (EPS-10) para avaliar a variável estresse e um questionário aberto adaptado (CABALLO, 2003) para as habilidades sociais. A partir dos resultados obtidos, observou-se que a grande maioria apresenta sinais indicativos de depressão (79,7%), bem como sinais de ansiedade (78,6%), além disso, apresentam elevados índices de estresse quando comparados à amostra normativa brasileira. Dessa forma, entende-se que os profissionais da saúde estão predispostos a apresentarem resultados elevados, visto que estão expostos a um contexto estressor e de risco, necessitando também de estratégias de cuidado. Ainda, é importante que haja mais estudos na área, uma vez que, o contexto da pandemia da COVID-19 é algo novo e requer novas formas de enfrentamento.",20220328,26,1,,1415-076X,,
"biblio-1364688",""Eu fui no peito e na raça": fotografias e narrativas da vida no território de usuários da saúde mental/ "I went with courage and determination": photographies and narratives of life in the territory of mental health users","Peixoto, Mônica Monteiro; Serpa Junior, Octavio Domont de","Ciênc. Saúde Colet. (Impr.);27(3): 979-988, mar. 2022. graf","Ciênc. Saúde Colet. (Impr.)","LILACS","article","pt","2022","Humanos; Saúde Mental; Coragem; Fotografação; Narração; Estigma Social; Narrativas Pessoais como Assunto","Discriminação social; Mental health services; Mental health; Pesquisa qualitativa; Qualitative research; Saúde mental; Serviços de saúde mental; Social discrimination; Sociocultural territory; Território sociocultural","BRASIL","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232022000300979","Resumo Sendo a narrativa fundamental para a construção da experiência de adoecimento, apresentamos uma pesquisa que utilizou o método fotovoz, que articula fotografia e narrativa, concentrando-se nos relatos sobre discriminação, moradia e convivência no território de nove pessoas com a experiência vivida de sofrimento psíquico grave que atuaram como copesquisadores. Realizamos oito ciclos temáticos, que se traduziram em 63 entrevistas semiestruturadas, 20 encontros de grupo e um grupo avaliativo. Cada ciclo cumpriu as seguintes etapas: escolha do tema; realização da foto; entrevistas semiestruturadas individuais; e encontros de grupo, produzindo narrativas individuais e coletivas sobre as imagens. O material foi validado junto aos integrantes e exibido em uma exposição, uma ação cultural de combate ao estigma. Pensando que o comportamento discriminatório pode trazer um prejuízo maior do que a condição de saúde em si, objetivamos apresentar os desafios enfrentados pelos participantes na busca por uma vida significativa e produtiva na comunidade. Conclui-se que a atuação no território e a dimensão participativa deste trabalho, esse fazer e pensar junto com o usuário, devem ser compreendidas como uma espécie de ética norteadora da atenção psicossocial.",20220406,27,3,10.1590/1413-81232022273.21972021,1413-8123,,
"biblio-1375589","A higiene mental ronda a infância: a Clínica de Eufrenia e o Serviço de Ortofrenia e Higiene Mental, 1934-1939/ Mental hygiene in early childhood: the Clínica de Eufrenia and Serviço de Ortofrenia e Higiene Mental, 1934-1939","Tamano, Luana Tieko Omena","Hist. ciênc. saúde-Manguinhos;29(1): 145-164, Mar. 2022.","Hist. ciênc. saúde-Manguinhos","LILACS","article","pt","2022","Criança; Saúde Mental; Eugenia (Ciência); Estilo de Vida Saudável; Brasil; História do Século XX","Arthur Ramos (1903-1949); Arthur Ramos (1903-1949); Child; Criança; Family; Família; History; História; Mirandolino Caldas; Mirandolino Caldas","BRASIL","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702022000100145","Resumo Analisa-se como a higiene mental se tornou pauta central no debate acerca do desenvolvimento nacional (anos 1920 e 1930), detendo-se nos trabalhos desenvolvidos pela Clínica de Eufrenia (1931), criada pela Liga Brasileira de Higiene Mental, e pelo Serviço de Ortofrenia e Higiene Mental (1934), edificado na reforma Anísio Teixeira, ambos situados na cidade do Rio de Janeiro. Ainda que com abordagens distintas, trabalharam a criança como lócus para a intervenção e construção do brasileiro do futuro: forte, saudável e produtivo. As análises foram alicerçadas em alguns casos clínicos realizados pelas instituições; nos escritos de seus diretores (os médicos Mirandolino Caldas e Arthur Ramos); e nos Arquivos Brasileiros de Higiene Mental.",20220622,29,1,10.1590/s0104-59702022000100008,0104-5970,,
"biblio-1425013","Avaliação do paladar em pacientes com transtornos mentais em tratamento com psicofármacos: uma série de casos/ Assessment of taste perception in patients with mental disorders being treated with psychotropic drugs: a series of cases","Nascimento, Diego Zapelini do; Nathalie da Silva Wiggers; Gláucia Helena Faraco de Medeiros; Diego Zapelini do Nascimento","Rev. Assoc. Méd. Rio Gd. do Sul;66(1): 01022105, 20220101.","Rev. Assoc. Méd. Rio Gd. do Sul","LILACS","article","pt","2022","Paladar; Saúde Mental","Paladar, Psicofármacos, Transtornos mentais; Taste, Psychotropic Drugs, Mental Disorders","","https://fi-admin.bvsalud.org/document/view/zggbx","Introdução: O conhecimento de alterações gustativas pode contribuir para prevenção de doenças nutricionais, além de melhora significativa na qualidade de vida. Portanto, este estudo teve como objetivo geral verificar as alterações de paladar percebidas por pessoas que fazem uso de psicofármacos atendidas em serviço de saúde pública especializado em saúde mental. Métodos: Estudo epidemiológico observacional transversal com 18 pessoas com diagnóstico de transtornos mentais em tratamento no Centro de Atenção Psicossocial em Tubarão/ SC. Uma Escala Likert com cinco níveis foi utilizada para avaliar a autopercepção do paladar, enquanto a percepção do paladar foi verificada utilizando os quatro sabores básicos do paladar: salgado, doce, azedo e amargo em três diferentes concentrações: fraca, média e forte. Os resultados foram analisados de forma descritiva, inferência estatística e teste qui-quadrado, considerando-se p<0,05. Resultados: A média de idade foi 42,8 anos (EP ± 3,22), com média de utilização dos psicofármacos de 11,28 meses (EP ± 2,27). Associação entre as variáveis substâncias e psicofármacos foi estatisticamente significativa entre azedo, nas três concentrações, e amargo na concentração forte com Citalopram (p= 0,001 e 0, 0034). O sabor doce foi o mais facilmente observado pelos participantes que faziam uso da Risperidona, onde somente a solução na concentração fraca apresentou resultado estaticamente significativo (p= 0,026). Conclusão: Este estudo-piloto verificou a presença de alterações no paladar de pessoas que fazem uso de psicofármacos, evidenciando assim o papel no odontólogo no diagnóstico e contribuindo para melhora da qualidade de vida.",20230331,66,1,,,,
"biblio-1359322","Avaliação do uso de psicofármacos por universitários/ Evaluation of the use of psychopharmaceuticals by university students","Tavares, Thaynná Rodrigues; Coimbra, Marla Brenda Pires; Oliveira, Caroline Karem de Resende; Bittencourt, Bárbara Fortunato; Lemos, Patrícia de Lima; Fávero, Lisboa Helen Cristina","Rev. Ciênc. Méd. Biol. (Impr.);20(4): 560-567, fev 11, 2022. tab, fig","Rev. Ciênc. Méd. Biol. (Impr.)","LILACS","article","pt","2022","Humanos; Masculino; Feminino; Adulto; Ansiedade; Psicotrópicos; Estudantes; Ansiolíticos; Saúde Mental; Inquéritos e Questionários; Depressão; Antidepressivos; Métodos de Análise Laboratorial e de Campo; Epidemiologia Descritiva; Estudos Transversais","Ansiolíticos; Antidepressants; Antidepressivos; Anxiolytic; Estudantes; Mental health; Saúde mental; Students","BRASIL","https://periodicos.ufba.br/index.php/cmbio/article/view/43820/26014","Introdução: depressão e ansiedade têm sido observadas entre universitários, sendo apontado como desencadeadores a sobrecarga de tarefas, cobranças pessoais e familiares entre outros fatores que podem resultar na necessidade de uso de psicofármacos. Objetivo: avaliar o uso de psicofármacos por universitários. Metodologia: estudo transversal, utilizando questionário contendo informações sociodemográficas, econômicas e sobre uso de psicofármacos. Foi realizada análise bivariada com teste qui-quadrado de Pearson para verificar associação entre as variáveis utilização de antidepressivos/ansiolíticos e sociodemográficas e econômicas. Resultados: dos 408 entrevistados, 22,3% afirmaram fazer uso de ansiolíticos/antidepressivos, tendo iniciado após o ingresso na universidade e em uso diário. A maioria relata ter alterado a dosagem sem consultar o médico, asseguraram conhecimento sobre os efeitos adversos do medicamento, sabe que a remoção do medicamento deve ser feita de maneira gradual, mas afirmam ter interrompido o tratamento sem consultar o médico. Permaneceram associadas a utilização de psicofármacos, no modelo final, ser do sexo feminino (p=0,013), idade maior que 29 anos (p=0,009) e possuir plano de saúde (p=0,020). Conclusão: verificou-se a necessidade de alertar a comunidade acadêmica e gestão sobre a necessidade de acolhimento dos universitários em sofrimento mental e propor ações que visem orientar sobre o uso racional dos psicofármacos.",20220301,20,4,10.9771/cmbio.v20i4.43820,1677-5090,,
"mdl-35043917","Mental health, art, and deinstitutionalization: an aesthetic-poetic-theatrical account of the city's occupation./ Saúde mental, arte e desinstitucionalização: um relato estético-poético-teatral de uma ocupação da cidade.","Schenkel, Júlia Monteiro; Silva, Glauber Weder Dos Santos; Amorin, Ana Karenina de Melo Arraes; Miranda, Francisco Arnoldo Nunes de; Carvalho, Jovanka Bittencourt Leite de; Ribeiro, Sara Eloise Argimiro; Almeida, Ana Clara Paiva de; Silva, Maxwell Menezes","Cien Saude Colet;27(1): 39-48, 2022 Jan. ","Cien Saude Colet","MEDLINE","article","pt","2022","Serviços de Saúde Mental; Saúde Mental; Brasil; Desinstitucionalização; Estética; Humanos; Ocupações","","BRASIL","https://dx.doi.org/10.1590/1413-81232022271.20002021","This study aimed to report the experience of an aesthetic, poetic, and theatrical production of the city's occupation from a device of the Psychosocial Care Network to offer space for sociability, production, and cultural intervention. This is an account of an experience from the Social and Cultural Center (CECCO) in Natal, Rio Grande do Norte, Brazil, within madness and mental health deinstitutionalization. The intervention ""The Little Prince occupies the Ribeira"" was inspired by the work of author Saint-Exupéry. The artistic and creative acts reported occurred in December 2019. We experienced in this intervention the reach of an aesthetic clinic that, when opened to the street and art, expanded and weaved in the territory, instrumentalized by theater, dance, poetry, percussion, crafts, and city's occupation. The movement led the community to ""step down from the stage"" to the streets and is connected with the twist of the asylum model and the production of the affection clinic that we seek to sustain in the daily service.",20220119,27,1,10.1590/1413-81232022271.20002021,1678-4561,,
"mdl-35043895","Centro Pop and Intersectorality: the problem of the articulation with the mental health network./ Centro Pop e Intersetorialidade: o problema da articulação com a rede de saúde mental.","Pedrosa, Tacianna Bandim; Cáceres-Serrano, Pablo","Cien Saude Colet;27(1): 161-172, 2022 Jan. ","Cien Saude Colet","MEDLINE","article","pt","2022","Atenção à Saúde; Saúde Mental; Brasil; Hospitais; Humanos","","BRASIL","https://dx.doi.org/10.1590/1413-81232022271.19822021","Mental health care for the homeless population (HP) is an important topic but supported by several studies as underexplored. Given the complexity of this demand, there are several services in the SUS and SUAS that require an intersectoral work articulated in a network; however, studies point out several flaws in their performance. In this secondary statistical study, we propose a discussion of this articulation based on the results of the SUAS 2019 CENSUS. Participants: 228 Centro Pops, from 25 Brazilian states. Variables from the block of questions related to the articulation of the Centro Pop with CAPS and hospitals were chosen for analysis and the Multiple Correspondence Analysis (MCA) was used to establish associations between variables and their categories. The results show a moderately satisfactory articulation with the CAPS and unsatisfactory in relation to the hospitals. It is concluded that the articulation of the Centro Pop with the CAPS is relevant mainly in large municipalities, and incipient with hospitals, regardless of the population size. The flow protocol is highlighted as an important tool for effective intersectorality in health care for the HP and the right to the city, and longitudinal studies on the subject are suggested, to aid in decision-making instances.",20220119,27,1,10.1590/1413-81232022271.19822021,1678-4561,,
"mdl-35043913","[Perspectives on the mental health concept: analysis of Brazilian scientific productions]./ Perspectivas acerca do conceito de saúde mental: análise das produções científicas brasileiras.","Alcântara, Vírnia Ponte; Vieira, Camilla Araújo Lopes; Alves, Samara Vasconcelos","Cien Saude Colet;27(1): 351-361, 2022 Jan. ","Cien Saude Colet","MEDLINE","article","pt","2022","Transtornos Mentais; Saúde Mental; Brasil; Humanos; Conhecimento; Transtornos Mentais/terapia","","BRASIL","https://dx.doi.org/10.1590/1413-81232022271.22562019","The frequent use of the term mental health is noticeable in the field of health. It is employed in legislations, public policies, manuals, media, and designates health services. This recurrence raises questions about this concept. Therefore, this study aims to analyze it from the understanding of its theoretical models, showed by the excerpts of the scientific production. We adopted the evolutionary Concept Analysis model developed by Rodgers. Data was collected in papers available in the Scopus and Web of Science databases. We included high-impact factor papers published between 2013 and 2017, written in Portuguese and English, whose country of origin was Brazil. Duplicate and systematic and integrative reviews were excluded. Data were collected based on repeated patterns, in the following categories: a) context; b) substitute terms; c) attributes; d) antecedents and consequents; e) implications and hypotheses. We observed that mental health is a cross-cutting theme and is influenced by many knowledge areas. Mental health is related to a way of understanding health and mental illness from the paradigms of psychiatry and the Psychiatric Reform.",20220119,27,1,10.1590/1413-81232022271.22562019,1678-4561,,
"mdl-35019050","Response to college students' mental health needs: a rapid review.","Gaiotto, Emiliana Maria Grando; Trapé, Carla Andrea; Campos, Celia Maria Sivalli; Fujimori, Elizabeth; Carrer, Fernanda Campos de Almeida; Nichiata, Lucia Yassuko Izumi; Cordeiro, Luciana; Bortoli, Maritsa Carla de; Yonekura, Tatiana; Toma, Tereza Setsuko; Soares, Cassia Baldini","Rev Saude Publica;55: 114, 2022. ","Rev Saude Publica","MEDLINE","article","en","2022","Saúde Mental; Estudantes; Brasil; Atenção à Saúde; Humanos; Universidades","","BRASIL","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8687654","OBJECTIVE: To present strategic options to support the adoption of mental health strengthening policies for university students in the field of health, to be implemented by university institutions. METHODS: Rapid review, without period delimitation, with searches carried out from May to June 2020, in 21 sources of bibliographic data, including gray literature. The following keywords were used: mental health, students and university. The selection process prioritized systematic reviews of mental health interventions for university students in health care courses, and also considered other types of review and relevant primary studies. RESULTS: Forty-five studies were included: 34 systematic reviews, an evidence synthesis, an overview, a scope review, three narrative reviews, three experience reports and two opinion articles. The evidence from these studies supported the development of four options: 1) to establish and support policies to strengthen the mental health of students in health care courses; 2) to integrate mental health care programs, expand their offer and facilitate access by students; 3) to promote educational programs and communication strategies related to contemporary psychic suffering and its confrontation, so that students can get to know the services and resources and identify strengthening practices; 4) to continuously monitor and assess the mental health needs of students in health care courses. CONCLUSIONS: The options are challenging and require universities to establish institutional commissions to implement a policy to strengthen the mental health of university students in the health area, with the ability to recognize the different health needs, including manifestations of psychic suffering ; to integrate the university's internal actions with each other and with the services of the Unified Health System; to implement and monitor the actions that make up the mental health policy.",20220112,55,,10.11606/s1518-8787.2021055003363,1518-8787,,
"biblio-1378044","Sofrimento mental e consumo de psicotrópicos por trabalhadores da saúde no cenário da COVID-19/ Mental suffering and consumption of psychotropics by health workers in the COVID-19 scenario/ Sufrimiento mental y consumo de psicotrópicos por parte del personal de salud en el escenario COVID-19","Ribeiro, Ítalo Arão Pereira; Guimarães, Mayla Rosa; Fernandes, Márcia Astrês","Rev. Enferm. Atual In Derme;96(37): 1-5, Jan-Mar. 2022.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2022","Humanos; Masculino; Feminino; Saúde Mental; Pessoal de Saúde; COVID-19","","","https://revistaenfermagematual.com/index.php/revista/article/view/1317/1243","",20220704,96,37,10.31011/reaid-2022-v.96-n.37-art.1317,2447-2034,,
"biblio-1378309","Resiliência dos profissionais de saúde no enfrentamento do novo coronavírus - uma revisão teórica/ Resilience of health professionals in coping with the new coronavirus - a theoretical review/ Resiliencia de los profesionales sanitarios para afrontar el nuevo coronavirus - una revisión teórica","Nascimento, Maria Berenice Gomes; Fernandes, Marcelo Costa; Massagli, Silvia Carla Conceição; Lira, Rafaelle Cavalcante de; Freitas, Fabiana Ferraz Queiroga","Rev. Enferm. Atual In Derme;96(37): 1-9, Jan-Mar. 2022.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2022","Humanos; Masculino; Feminino; Saúde Mental; Pessoal de Saúde; Infecções por Coronavirus; Impactos da Poluição na Saúde; Resiliência Psicológica","","","https://revistaenfermagematual.com/index.php/revista/article/view/1171/1284","Objetivo: Discutir  a  resiliência  de  profissionais  de  saúde  no  enfrentamento  do  novo coronavírus, a partir de um estudoteórico-reflexivo.Metodologia:Refletir a partir de um olhar doconstruto teóricoda resiliência delineado pela autora Yunes as situações adversasexperienciadas pelos profissionaisda saúde que estão cuidando de pacientes com  COVID-19.  Os depoimentosforam  extraídos  de  telejornais entre  os meses  de março  e  abril  de  2020. Resultados:Apandemia  do  coronavírus  trouxe  graves consequências   para   os   profissionais   da   atenção à   saúde,   assim   despertando   a necessidade  de  minimizar  impactos  na  saúde  mental  destes.Apreende-se  que  os fatores  de  riscos  evidenciadosexternam  o  medo  de  contrair  a  doença,falta  de equipamentos de proteção individual, bem como o medo de morrer e deixar os filhos ou  ainda  serem agentes  transmissores  da  doença.Conclusão:Acondição  observadagera  ansiedade,  angústia,  revelando  a  necessidade  e  importância  dosprofissionais  da saúdetambém  serem  cuidados,  para  que  ao  final  dessa  jornada  estejam  com  a  saúde mental preservada.",20220706,96,37,10.31011/reaid-2022-v.96-n.37-art.1171,2447-2034,,
"biblio-1400681","Fatores preditores do sofrimento mental de enfermeiros da atenção hospitalar no contexto da COVID-19/ Predictors of mental health suffering in hospital care nurses in the context of COVID-19/ Predictores del sufrimiento mental en enfermeros de atención hospitalaria en el contexto del COVID-19","Peixoto, Tiago Silva; Marras, Ana Paula Biazi; Lemos, Patrícia de Lima; Ribeiro, Lorena Araújo; Grapiglia, Ana Paula; Oliveira Júnior, Gilmar Jorge de","Rev. enferm. UFPE on line;16(1): [1-14], jan. 2022. tab","Rev. enferm. UFPE on line","BDENF","article","en","2022","Humanos; Masculino; Feminino; Atenção Terciária à Saúde; Saúde Mental; Saúde Ocupacional; Resiliência Psicológica; Angústia Psicológica; COVID-19; Enfermeiras e Enfermeiros; Estudos Transversais","Atención Terciaria de Salud; Atenção Terciária à Saúde; COVID-19; COVID-19; COVID-19; Cuestionario de Salud del Paciente; Enfermeiros; Enfermeros; Mental Health; Nurses; Patient Health Questionnaire; Psychological Resilience; Questionário de Saúde do Paciente; Resiliencia Psicológica; Resiliência Psicológica; Salud Mental; Saúde Mental; Tertiary Healthcare","","https://periodicos.ufpe.br/revistas/revistaenfermagem/article/view/253009/42340","Objetivos: Analisar a associação entre fatores preditores de sofrimento mental e características de enfermeiros atuantes nos serviços de saúde em nível terciário de Rondonópolis-MT, Brasil, no contexto da pandemia da COVID-19. Método: Estudo de corte transversal, descritivo e analítico, com abordagem quantitativa. A amostra do estudo foi constituída por 101 enfermeiros(as), por meio da aplicação de questionários on-line, utilizando-se da ferramenta Google Forms. Os fatores preditores associados foram verificados mediante análise de Regressão de Poisson com variância robusta. Resultados: O estudo revelou que dos 101 enfermeiros, 57,4% apresentaram resultados preditivos de sofrimento mental. No modelo final, associou-se como preditores de sofrimento mental não possuir companheiro (p= 0,048), pertencer ao grupo de risco para COVID-19 (p= 0,038) e apresentar nível (p= 0,047) e média (p=0,015) de resiliência baixos, independentemente do sexo. Conclusão: Sugere-se a intensificação de práticas preventivas de promoção de saúde mental em ambiente ocupacional, considerando os fatores encontrados, como não possuir companheiro, ser do grupo de risco para COVID-19 e possuir baixa ou média resiliência.(AU)",20221124,16,1,10.5205/1981- 8963.2022.253009,1981-8963,,
"biblio-1400970","Estilos de aprendizagem e gestão do tempo: aplicação na pós-graduação durante a pandemia da COVID-19/ Learning styles and time management: application in a graduate program during the COVID-19 pandemic/ Estilos de aprendizaje y administración del tiempo: aplicación en un programa de posgrado durante la pandemia de COVID-19","Barata, Rosinete Souza; Moura, Ricardo Henrique Gonçalves de; Ferraz, Mariana Oliveira Antunes; Schulz, Renata da Silva; Garrido, Carolina de Melo Contreiras; Felzemburgh, Ridalva Dias Martins","Rev. enferm. UFPE on line;16(1): 1-15, jan. 2022. tab, ilus","Rev. enferm. UFPE on line","BDENF","article","en","2022","Humanos; Masculino; Feminino; Saúde Mental; Gerenciamento do Tempo; Educação de Pós-Graduação em Enfermagem; COVID-19; Aprendizagem; Pesquisa Qualitativa","Aprendizagem; Aprendizaje; COVID-19; COVID-19; COVID-19; Educación de Posgrado; Education Graduate; Educação de Pós-Graduação; Enseñanza; Ensino; Learning; Mental Health; Salud Mental; Saúde Mental; Teaching","","https://periodicos.ufpe.br/revistas/revistaenfermagem/article/view/253054/41726","Objetivo: Descrever a aplicação das teorias de estilos de aprendizagem e gestão do tempo na organização dos estudos em programa de pós-graduação stricto sensu em Enfermagem e Saúde, no cenário do ensino remoto, durante a pandemia da COVID-19. Método: Trata-se de estudo qualitativo, do tipo relato de experiência, durante oficina realizada em outubro de 2021 com a finalidade de orientar 16 estudantes de um componente curricular na organização dos estudos, de modo a conciliarem atividades acadêmicas e outras demandas, sob o olhar da Teoria dos Estilos de Aprendizagem e da Teoria Tríade do Tempo. Resultados: Verificou-se que a organização dos estudos e a gestão do tempo têm impactos positivos na vida acadêmica e na saúde mental do estudante e, nessa organização, há distintos elementos envolvidos, como: elementos de distração, estilo de aprendizagem, cronograma de estudo, local e técnica de estudo. Conclusão: Confirmou-se que a organização dos estudos tem impacto positivo na produção acadêmica e na saúde mental dos estudantes de um programa de pós-graduação no cenário do ensino remoto durante a COVID-19 e que a aplicação do estilo de aprendizagem e gestão do tempo potencializam seus resultados.(AU)",20221129,16,1,10.5205/1981- 8963.2022.253054,1981-8963,,
"biblio-1410555","Religiosidade/Espiritualidade: interrelações com o bem-estar e saúde mental à luz da Psicologia Positiva/ Religiosity/Spirituality: interrelationships with well-being and mental health from the perspective of Positive Psychology","Omais, Sálua; Santos, Manoel Antônio dos","Memorandum;39: 1-24, 20220127.","Memorandum","LILACS","article","pt","2022","Saúde Mental; Espiritualidade; Psicologia Positiva","Bem-estar; Espiritualidade; Mental Health; Positive Psychology; Psicologia Positiva; Religiosidade; Religiosity; Saúde Mental; Spirituality; Well-being","BRASIL","https://periodicos.ufmg.br/index.php/memorandum/article/view/37598/31490","Nos  últimos  anos,  tem-se  observado  um  aumento  gradativo  de  estudos  que buscam  elucidar  e  compreender  os  efeitos  da  religiosidade  e  espiritualidade (R/E)  sobre  a  saúde  mental.  Paralelamente,  um  movimento  crescente  de pesquisas  sobre  o  bem-estar  tem  marcado  presença  no  mundo  acadêmico, tendo  como  referência  a  perspectiva  teórica  da  Psicologia  Positiva,  que  se dedica a estudar os fatores que colaboram para o funcionamento positivo do ser humano. Entre os diversos fatores considerados incluem-se a relação com a  transcendência  e  a  espiritualidade,  que  podem  ou  não  estar  associadas  ao comportamento  religioso.  Tendo  em  vista  a relevância  e  amplitude  do  tema, este  estudo  objetiva  apresentar  uma  discussão  teórica  acerca  de  resultados de pesquisas que abordam o impacto da R/E no bem-estar e na saúde mental. O arcabouço conceitual da Psicologia Positiva é mobilizado para compreender os elementos que contribuem para a promoção do bem-estar.",20221221,39,,,1676-1669,,
"biblio-1400811","Distanciamento social na pandemia da COVID-19 e estado emocional de estudantes universitários: estudo descritivo-exploratório/ Social distancing and emotional state of university students in the COVID-19 pandemic: a descriptive-exploratory study","Gama, Liasse Monique de Pinho; Souza, Verusca Soares de; Lopes, Soraia Geraldo Rozza; Arruda, Guilherme Oliveira de; Lima, Helder de Pádua; Baptista, Cremildo João","Online braz. j. nurs. (Online);21(supl.2): e20226577, 21 janeiro 2022. tab","Online braz. j. nurs. (Online)","LILACS","article","en","2022","Humanos; Masculino; Feminino; Adulto; Idoso; Adulto Jovem; Estudantes/psicologia; Universidades; Saúde Mental; Distanciamento Físico; COVID-19; Educação a Distância; Pesquisa Qualitativa","Estudantes; Mental Health; Pandemias; Pandemics; Saúde Mental; Students","BRASIL","https://fi-admin.bvsalud.org/document/view/zrn2x","OBETIVO: Conhecer a vivência com o distanciamento social, no período inicial da pandemia da COVID-19, e o estado emocional de estudantes universitários. MÉTODO: Estudo qualitativo, exploratório-descritivo, realizado com 237 estudantes de instituição de ensino superior pública, situada no centro-oeste brasileiro. Dados coletados virtualmente, por questionário eletrônico, lançados em planilha e submetidos à análise descritiva e de conteúdo temática. RESULTADOS: Emergiram as categorias Entre mudanças emocionais e dificuldades de adaptação ao ensino remoto e Distanciamento social e aproximação com o próprio ser. As narrativas sugerem a vivência de preocupações, ansiedade, abalo e instabilidade emocional com o distanciamento social e o ensino remoto de emergência no período pandêmico, e denotam maior tempo para o autocuidado e a convivência em família. CONCLUSÃO: Faz-se necessário o desenvolvimento de estratégias intersetoriais de promoção da saúde e prevenção de transtornos mentais, em parceria com a instituição de ensino, ajustadas ao contexto.",20221125,21,supl.2,10.17665/1676-4285.20226577,1676-4285,,
"biblio-1377602","Alcances terapêuticos e matriciais: uma experiência de grupo de saúde mental na atenção básica/ Therapeutic and matrix reaches: an experience of a mental health group in primary care/ Ámbitos terapéuticos y matriciales: una experiencia grupal de salud mental en la atención primaria","Cangussu, Yanna; Guedes, Lidiane","Rev. Psicol., Divers. Saúde;11(1)jan. 2022.","Rev. Psicol., Divers. Saúde","LILACS","article","es","2022","Humanos; Atenção Primária à Saúde; Saúde Mental; Pessoal de Saúde; Pesquisa Qualitativa","Atención primaria. Salud mental. Grupo. Matriciamento.; Atenção básica. Saúde mental. Grupo. Matriciamento.; Primary care. Mental health. Group. Matrix support.","BRASIL","https://www5.bahiana.edu.br/index.php/psicologia/article/view/4046/4630","INTRODUÇÃO: A saúde mental ganha um outro lugar no sistema de cuidado integral à saúde a partir do SUS. A Atenção Básica passa a integrar a RAPS desde a Portaria 3.088, de 23 de dezembro de 2011, tornando-se corresponsável por este cuidado. Na prática essa mudança ocorre de forma progressiva e encontra barreiras, principalmente quanto a formação dos profissionais e alguns estigmas enraizados. Diante disso, destaca-se a importância de ações que visem promover a saúde mental neste contexto. OBJETIVO: Refletir acerca dos desafios e potencialidades da AB frente as demandas de SM e do matriciamento entre os profissionais de saúde, através do relato da experiência de um grupo de cuidado em SM, sob o ponto de vista de uma psicóloga da Residência Multiprofissional de Saúde da Família (FESF-Fiocruz). MÉTODO: Trata-se de um relato de experiência, de caráter qualitativo, sobre um grupo de cuidado em SM realizado em uma USF em Lauro de Freitas (BA). RESULTADOS E DISCUSSÕES: O grupo foi desenvolvido de forma interdisciplinar e com participação social. Visou ser terapêutico, abrindo-se para a escuta e fortalecimento de vínculos, além de ser um espaço de matriciamento. CONSIDERAÇÕES FINAIS: A AB é um serviço fundamental na estruturação da RAPS, porém ainda está num processo de se reinventar neste papel. O grupo demonstra como pode ser um desafio ir além da lógica biomédica, se propor a superar estigmas, criar novas possibilidades de cuidado em saúde, e se permitir ser afetado pela experiência, mas também como pode ser transformador para a saúde mental e formação dos envolvidos.",20220629,11,1,10.17267/2317-3394rpds.2022.4046,2317-3394,,
